ChEMBL ID,Smiles,Canonical_Smiles,bioactivity_class,pKi,MW,LogP,NumHDonors,NumHAcceptors
CHEMBL4129668,N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H]1CSSC[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(=O)NCC(=O)N[C@@H](Cc2ccccc2)C(=O)NCCSSCCNC(=O)[C@H](Cc2ccccc2)NC(=O)CNC1=O,O=C1CNC(=O)[C@@H](CSSC[C@@H](NC(=O)[C@H](Cc2ccc(cc2)O)N)C(=O)NCC(=O)N[C@H](C(=O)NCCSSCCNC(=O)[C@@H](N1)Cc1ccccc1)Cc1ccccc1)NC(=O)[C@H](Cc1ccc(cc1)O)N,active,8.397940009,1091.374,0.20340000000001263,12.0,16.0
CHEMBL4062483,NC(=O)c1cccc(C2C[C@H]3CC[C@H](C2)N3CCCOc2ccccc2)c1,NC(=O)c1cccc(c1)C1C[C@H]2CC[C@H](C1)N2CCCOc1ccccc1,active,8.397940009,364.48900000000003,3.9650000000000034,1.0,3.0
CHEMBL4069933,NC(=O)c1cccc(C2C[C@H]3CC[C@H](C2)N3CC(O)Cc2ccccc2)c1,OC(Cc1ccccc1)CN1[C@@H]2CC[C@@H]1CC(C2)c1cccc(c1)C(=O)N,active,8.397940009,364.48900000000003,3.099500000000001,2.0,3.0
CHEMBL4459343,COC(=O)C(C)(C)NC(=O)C1=C(O)[C@@H]2Oc3c(O)ccc4c3[C@@]23CCN(CC2CC2)[C@H](C4)[C@]3(O)C1,COC(=O)C(NC(=O)C1=C(O)[C@H]2[C@]34[C@](C1)(O)[C@@H](Cc1c4c(O2)c(O)cc1)N(CC3)CC1CC1)(C)C,active,8.397940009,484.5490000000004,1.4461000000000004,4.0,8.0
CHEMBL433272,NC(=O)c1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CCC1)CC3,NC(=O)c1ccc2c(c1)[C@]13CCCC[C@H]3[C@@H](C2)N(CC1)CC1CCC1,active,8.397940009,338.4950000000001,3.644000000000003,1.0,2.0
CHEMBL4299415,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N[C@@H](C)C(=O)NCC(=O)N(C)[C@@H](Cc1ccc(F)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCc1cc(C(F)(F)F)cc(C(F)(F)F)c1,CC(C[C@@H](C(=O)N[C@H](C(=O)NCc1cc(cc(c1)C(F)(F)F)C(F)(F)F)Cc1c[nH]c2c1cccc2)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N(C(=O)CNC(=O)[C@@H](NC(=O)[C@H](Cc1c(C)cc(cc1C)O)N)C)C)Cc1ccc(cc1)F)C,active,8.397940009,1138.1959999999992,5.793240000000007,8.0,9.0
CHEMBL607018,Cc1ccc(/C=C/C(=O)N[C@@]23CCC(=O)[C@@H]4Oc5c(O)ccc6c5[C@@]42CCN(C)[C@@H]3C6)cc1,O=C(N[C@]12CCC(=O)[C@H]3[C@]42CCN([C@@H]1Cc1c4c(O3)c(cc1)O)C)/C=C/c1ccc(cc1)C,active,8.397940009,444.5310000000001,2.8909200000000004,2.0,5.0
CHEMBL2387210,C[C@@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(=O)NCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,O=C(NCC(=O)N(c1ccccc1)C1CCN(CC1)CCc1ccccc1)CNC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@H](NC(=O)[C@H](Cc1ccc(cc1)O)N)C,active,8.397940009,833.003,1.5831000000000073,7.0,9.0
CHEMBL328269,C=CCN1CCC23CCCC[C@H]2[C@H]1Cc1cc(O)ccc13,C=CCN1CCC23[C@H]([C@H]1Cc1c3ccc(c1)O)CCCC2,active,8.387216143,283.415,3.636600000000003,1.0,2.0
CHEMBL2371026,C[C@H](c1ccccc1)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1Cc2ccccc2CN1C(=O)[C@@H](N)Cc1ccc(O)cc1)C(N)=O,Oc1ccc(cc1)C[C@@H](C(=O)N1Cc2ccccc2C[C@H]1C(=O)N[C@H](C(=O)N[C@H]([C@@H](c1ccccc1)C)C(=O)N)Cc1ccccc1)N,active,8.387216143,647.776,2.7168,5.0,6.0
CHEMBL1766206,CCCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@@H](N)Cc1c(C)cc(O)cc1C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCc1cccc(C(F)(F)F)c1,CCCC[C@@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)NCc1cccc(c1)C(F)(F)F)Cc1c[nH]c2c1cccc2)CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@H](NC(=O)[C@H](Cc1c(C)cc(cc1C)O)N)C,active,8.387216143,1151.3419999999994,4.968140000000008,10.0,10.0
CHEMBL2179659,O=C(CCc1ccccc1)O[C@@]12Cc3cc(-c4ccc(Cl)cc4)cnc3[C@@H]3Oc4c(O)ccc5c4[C@@]31CCN(CC1CC1)[C@@H]2C5,O=C(O[C@]12Cc3cc(cnc3[C@H]3[C@]42CCN([C@@H]1Cc1c4c(O3)c(cc1)O)CC1CC1)c1ccc(cc1)Cl)CCc1ccccc1,active,8.387216143,619.1610000000001,6.990400000000008,1.0,6.0
CHEMBL419621,CCNC(=O)c1ccc(C(=C2CC3CCC(C2)N3CCc2ccccc2)c2cccc(O)c2)cc1,CCNC(=O)c1ccc(cc1)C(=C1CC2CCC(C1)N2CCc1ccccc1)c1cccc(c1)O,active,8.387216143,466.6250000000001,5.813300000000007,2.0,3.0
CHEMBL4649733,O=C(CCc1ccccc1)N1CC[C@]23Cc4nc5ccccc5cc4C[C@@]2(O)[C@H]1Cc1ccc(O)cc13,Oc1ccc2c(c1)[C@@]13CCN([C@H](C2)[C@]3(O)Cc2c(C1)nc1ccccc1c2)C(=O)CCc1ccccc1,active,8.37675071,490.6030000000002,4.497900000000004,2.0,4.0
CHEMBL222579,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2c2c(c4c(n2CC2CCCCC2)CCCC4)C[C@@]3(O)C1C5,Oc1ccc2c3c1O[C@@H]1[C@@]43CCN(C(C2)[C@]4(O)Cc2c1n(CC1CCCCC1)c1c2CCCC1)C,active,8.37675071,474.6450000000005,4.571700000000004,2.0,5.0
CHEMBL4071324,O=C1/C(=C/c2ccc(Br)cc2)C[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,Brc1ccc(cc1)/C=C/1\C[C@@]2(O)[C@H]3Cc4c5[C@]2([C@H](C1=O)Oc5c(O)cc4)CCN3CC1CC1,active,8.37675071,508.4120000000004,3.9814000000000025,2.0,5.0
CHEMBL370029,NC(=O)c1ccc2c(c1O)[C@]13CCN(CC4CCC4)[C@H](C2)[C@]1(O)CCC(=O)C3,O=C1CC[C@@]2([C@@]3(C1)CCN([C@@H]2Cc1c3c(O)c(cc1)C(=O)N)CC1CCC1)O,active,8.37675071,384.4760000000002,1.6435000000000002,3.0,5.0
CHEMBL592,Oc1ccc2c(c1)[C@]13CCCC[C@H]3[C@@H](C2)N(CC1)C,Oc1ccc2c(c1)[C@]13CCCC[C@H]3[C@@H](C2)N(CC1)C,active,8.37675071,257.3769999999999,3.080400000000001,1.0,2.0
CHEMBL3597151,CC(C)C[C@H](NC(=O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCC(=O)O)NC(=O)C(C)(C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)CCCNC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)[C@@H](C)O)C(N)=O,NCCCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N)CC(C)C)CO[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O)CCCCN)CC(C)C)C)NC(=O)[C@@H](NC(=O)C(NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CCCNC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@H]([C@H](O)C)NC(=O)[C@H](Cc1ccc(cc1)O)N)CC(C)C)CC(=O)N)CC(C)C)(C)C)CCC(=O)O,active,8.37675071,1928.2600000000004,-6.885199999999942,27.0,29.0
CHEMBL147511,O=C(CCCCCCCCC(=O)Oc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CCC1)CC3)Oc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CCC1)CC3,O=C(Oc1ccc2c(c1)[C@]13CCCC[C@H]3[C@@H](C2)N(CC1)CC1CCC1)CCCCCCCCC(=O)Oc1ccc2c(c1)[C@]13CCCC[C@H]3[C@@H](C2)N(CC1)CC1CCC1,active,8.37675071,789.1579999999997,11.035399999999994,0.0,6.0
CHEMBL384915,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N1Cc2ccccc2C[C@H]1C(=O)NCCC(=O)O,OC(=O)CCNC(=O)[C@@H]1Cc2ccccc2CN1C(=O)[C@H](Cc1c(C)cc(cc1C)O)N,active,8.37675071,439.5120000000003,1.4232399999999994,4.0,5.0
CHEMBL470005,NC(=O)c1ccc2c(c1O)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CC1)CC3,NC(=O)c1ccc2c(c1O)[C@]13CCCC[C@]3([C@@H](C2)N(CC1)CC1CC1)O,active,8.37675071,356.4660000000001,2.0744000000000002,3.0,4.0
CHEMBL226167,CN1CC[C@]23Cc4nc(N)sc4C[C@H]2[C@H]1Cc1ccc(O)cc13,CN1CC[C@@]23[C@H]([C@H]1Cc1c3cc(cc1)O)Cc1c(C2)nc(s1)N,active,8.37675071,327.45300000000003,2.3439,2.0,5.0
CHEMBL280649,Oc1ccc2c3c1O[C@H]1c4c(c5ccccc5n4Cc4cccc(N=C=S)c4)C[C@@]4(O)C(C2)N(CC2CC2)CCC314,S=C=Nc1cccc(c1)Cn1c2ccccc2c2c1[C@@H]1Oc3c4C51[C@](C2)(O)C(Cc4ccc3O)N(CC5)CC1CC1,active,8.37675071,561.7070000000002,5.828600000000007,2.0,7.0
CHEMBL2113373,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2c2[nH]c4ccccc4c2C[C@@]3(NC(=O)CCc2ccccc2)C1C5,O=C(N[C@]12Cc3c4ccccc4[nH]c3[C@H]3[C@]42CCN(C1Cc1c4c(O3)c(cc1)O)C)CCc1ccccc1,active,8.37675071,505.61800000000034,4.549100000000005,3.0,4.0
CHEMBL407466,O=C(N[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)c1cccc([N+](=O)[O-])c1,O=C(c1cccc(c1)[N+](=O)[O-])N[C@@H]1CC[C@@]2([C@@]34[C@H]1Oc1c4c(C[C@H]2N(CC3)CC2CC2)ccc1O)O,active,8.37675071,491.5440000000004,2.663100000000002,3.0,7.0
CHEMBL169367,CC1C2CC34CCC2(OC1(C)C)C1Oc2c(O)ccc5c2C13CCN(C)C4C5,CN1CCC23C45C1Cc1c2c(OC3C2(CC4)C(C5)C(C)C(O2)(C)C)c(cc1)O,active,8.356547324,381.5160000000001,3.635000000000003,1.0,4.0
CHEMBL2110199,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@]24CC[C@@]3(C[C@@H]2C(C)(C)C(C)(C)O4)C1C5,CN1CC[C@]23[C@]45C1Cc1c2c(O[C@H]3[C@@]2(CC4)[C@H](C5)C(C)(C)C(O2)(C)C)c(cc1)O,active,8.356547324,395.5430000000001,4.025100000000005,1.0,4.0
CHEMBL254754,COc1cc(CC(=O)N(C)[C@H](CN2CC[C@H](O)C2)c2ccccc2)c(S(=O)(=O)N2CCN(C)CC2)cc1OC,COc1cc(CC(=O)N([C@@H](c2ccccc2)CN2CC[C@@H](C2)O)C)c(cc1OC)S(=O)(=O)N1CCN(CC1)C,active,8.356547324,560.7170000000002,1.448700000000002,1.0,8.0
CHEMBL201271,O=C(CCCCCCCCC(=O)Oc1ccc2c(c1)[C@@]13CCCCC1[C@@H](C2)N(CC1CC1)CC3)Oc1ccc2c(c1)[C@@]13CCCCC1[C@@H](C2)N(CC1CCC1)CC3,O=C(Oc1ccc2c(c1)[C@]13CCCCC3[C@@H](C2)N(CC1)CC1CCC1)CCCCCCCCC(=O)Oc1ccc2c(c1)[C@]13CCCCC3[C@@H](C2)N(CC1)CC1CC1,active,8.356547324,775.1309999999997,10.645299999999995,0.0,6.0
CHEMBL307775,CCN(CC)C(=O)c1ccc(/C(=C2\C[C@@H]3CC[C@H](C2)N3C)c2ccccc2)cc1,CCN(C(=O)c1ccc(cc1)/C(=C/1\C[C@@H]2CC[C@H](C1)N2C)/c1ccccc1)CC,active,8.346787486,388.55500000000006,5.227100000000005,0.0,2.0
CHEMBL3608939,C[C@@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)NCC(=O)N[C@@H](Cc1ccc(F)cc1)C(=O)NCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)OCc1cc(C(F)(F)F)cc(C(F)(F)F)c1,O=C(N[C@H](C(=O)NCC(=O)N[C@H](C(=O)OCc1cc(cc(c1)C(F)(F)F)C(F)(F)F)Cc1c[nH]c2c1cccc2)Cc1ccc(cc1)F)CNC(=O)[C@H](NC(=O)[C@H](Cc1ccc(cc1)O)N)C,active,8.346787486,943.8739999999998,3.855500000000002,8.0,9.0
CHEMBL4760958,CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)O,NCCCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)CCCCN)CC(C)C)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@H]([C@H](CC)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@H](Cc1ccc(cc1)O)N)CC(C)C)CCCNC(=N)N)CCCNC(=N)N,active,8.346787486,1447.797000000001,-2.386060000000005,21.0,18.0
CHEMBL246003,COc1c(O)ccc2c1[C@]13CCN(C)[C@H](C2)[C@]1(O)Cc1c([nH]c2ccccc12)C3,COc1c(O)ccc2c1[C@@]13CCN([C@H](C2)[C@]3(O)Cc2c(C1)[nH]c1c2cccc1)C,active,8.346787486,390.48300000000006,2.910000000000001,3.0,4.0
CHEMBL386272,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(NC(=O)/C=C/c5ccc(Cl)cc5)[C@@H](C2)N(CC2CC2)CC[C@]314,COc1ccc2c3c1O[C@@H]1[C@@]43CCN([C@H](C2)[C@@]4(CCC1=O)NC(=O)/C=C/c1ccc(cc1)Cl)CC1CC1,active,8.346787486,519.041,4.319100000000003,1.0,5.0
CHEMBL63912,CCNC(=O)c1ccc(C(=C2CC3CCC(C2)N3)c2ccc(O)cc2)cc1,CCNC(=O)c1ccc(cc1)C(=C1CC2CCC(C1)N2)c1ccc(cc1)O,active,8.346787486,362.47299999999996,3.858200000000003,3.0,3.0
CHEMBL2113672,CO[C@]12C=C[C@@]3(C[C@H]1[C@H](C)OCc1ccccc1)[C@H]1Cc4ccc(O)c5c4C3(CCN1C)[C@@H]2O5,CO[C@]12C=C[C@]3(C[C@H]1[C@@H](OCc1ccccc1)C)C14[C@@H]2Oc2c4c(C[C@H]3N(CC1)C)ccc2O,active,8.337242168,459.5860000000003,4.217800000000005,1.0,5.0
CHEMBL434867,O=C1/C(=C/c2cccc3ccccc23)C[C@@]2(O)[C@H]3Cc4ccc(O)c5c4C2(CCN3CC2CC2)[C@H]1O5,O=C1/C(=C/c2cccc3c2cccc3)/C[C@@]2(C34[C@H]1Oc1c4c(C[C@H]2N(CC3)CC2CC2)ccc1O)O,active,8.337242168,479.57600000000036,4.372100000000005,2.0,5.0
CHEMBL3086306,COc1ccc2c(c1)[C@]13CCN(CC4CC4)[C@H](C2)[C@@H]1Cc1sc(NC(C)=O)nc1C3,COc1ccc2c(c1)[C@@]13CCN([C@H](C2)[C@@H]3Cc2c(C1)nc(s2)NC(=O)C)CC1CC1,active,8.337242168,423.58200000000016,3.803300000000003,1.0,5.0
CHEMBL391623,CCOC(=O)N1CCC(c2ccccc2)(c2nccn2Cc2ccc(O)cc2)CC1,CCOC(=O)N1CCC(CC1)(c1ccccc1)c1nccn1Cc1ccc(cc1)O,active,8.337242168,405.4980000000001,4.175400000000004,1.0,5.0
CHEMBL2387216,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCCNC(=O)NCCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1)C(=O)N[C@H](C(N)=O)C(C)C,CC(C[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N)C(C)C)CCCCNC(=O)NCCC(=O)N(c1ccccc1)C1CCN(CC1)CCc1ccccc1)Cc1c[nH]c2c1cccc2)CCCNC(=N)N)Cc1ccccc1)CCCNC(=N)N)CCCNC(=N)N)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@H](NC(=O)[C@H](Cc1ccc(cc1)O)N)C)C,active,8.337242168,1975.4290000000008,1.0326099999999698,26.0,20.0
CHEMBL562280,CCN(CC)C(=O)c1ncc(C2=CC3(CCNCC3)Oc3ccccc32)cn1,CCN(C(=O)c1ncc(cn1)C1=CC2(CCNCC2)Oc2c1cccc2)CC,active,8.337242168,378.4760000000001,2.9049000000000014,1.0,5.0
CHEMBL66954,CCNC(=O)c1ccc(/C(=C2\C[C@@H]3CC[C@H](C2)N3CCc2ccccc2)c2ccccc2)cc1,CCNC(=O)c1ccc(cc1)/C(=C/1\C[C@@H]2CC[C@H](C1)N2CCc1ccccc1)/c1ccccc1,active,8.327902142,450.6260000000001,6.107700000000007,1.0,2.0
CHEMBL95319,C=C(C)CN1CCC23c4c5ccc(O)c4O[C@H]2c2[nH]c4ccccc4c2C[C@@]3(O)C1C5,CC(=C)CN1CCC23[C@@]4(C1Cc1c2c(O[C@H]3c2c(C4)c3ccccc3[nH]2)c(cc1)O)O,active,8.327902142,414.50500000000005,3.7387000000000037,3.0,4.0
CHEMBL3808835,COc1ccccc1-c1ccc2c(c1)CC[C@H](CN(C)C)[C@@]2(O)c1cccc(O)c1,COc1ccccc1c1ccc2c(c1)CC[C@@H]([C@@]2(O)c1cccc(c1)O)CN(C)C,active,8.327902142,403.5220000000001,4.427700000000004,2.0,4.0
CHEMBL2419544,C[C@@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)OCc1cc(C(F)(F)F)cc(C(F)(F)F)c1,O=C(N[C@H](C(=O)NCC(=O)N[C@H](C(=O)OCc1cc(cc(c1)C(F)(F)F)C(F)(F)F)Cc1c[nH]c2c1cccc2)Cc1ccccc1)CNC(=O)[C@H](NC(=O)[C@H](Cc1ccc(cc1)O)N)C,active,8.327902142,925.8839999999998,3.716400000000002,8.0,9.0
CHEMBL3758231,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCCN)C(=O)NCCN(CC1Cc2ccccc2CN1C(=O)[C@@H](N)Cc1ccc(O)cc1)[C@@H](Cc1ccccc1)C(=O)NC(CC1CCCCC1)C(=O)O,NCCCC[C@@H](C(=O)NCCN([C@H](C(=O)NC(C(=O)O)CC1CCCCC1)Cc1ccccc1)CC1Cc2ccccc2CN1C(=O)[C@H](Cc1ccc(cc1)O)N)NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H](Cc1c(C)cc(cc1C)O)N)CCCNC(=N)N)Cc1ccccc1,active,8.318758763,1292.6380000000004,3.766610000000008,14.0,14.0
CHEMBL279430,CC(C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc1cccc(F)c1)NC(=O)[C@H](C)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@H](C(=O)NCC(N)=O)C(C)C,OC(=O)C[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N)C(C)C)C(C)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(cc1)O)N)C)Cc1cccc(c1)F,active,8.318758763,786.859,-1.5241000000000025,10.0,10.0
CHEMBL300662,C[C@H]1CN(CC[C@H](O)C2CCCCC2)CC[C@@]1(C)c1cccc(O)c1,O[C@H](C1CCCCC1)CCN1CC[C@@]([C@H](C1)C)(C)c1cccc(c1)O,active,8.318758763,345.52700000000004,4.323000000000005,2.0,3.0
CHEMBL229280,CC(C)C[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC[S+](C)[O-])NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)OCc1cc(C(F)(F)F)cc(C(F)(F)F)c1,CC(C[C@@H](C(=O)N[C@H](C(=O)OCc1cc(cc(c1)C(F)(F)F)C(F)(F)F)Cc1c[nH]c2c1cccc2)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@H](NC(=O)[C@H](Cc1ccc(cc1)O)N)C)CC[S+](C)[O-])C,active,8.318758763,1226.3079999999995,4.375500000000007,9.0,12.0
CHEMBL4453368,CCOc1ccc(Cc2ccccc2)cc1CNC(=O)[C@@H](N)Cc1c(C)cc(O)cc1C,CCOc1ccc(cc1CNC(=O)[C@H](Cc1c(C)cc(cc1C)O)N)Cc1ccccc1,active,8.318758763,432.56400000000014,4.184740000000002,3.0,4.0
CHEMBL4455826,CCOc1ccc(Cc2ccccc2)cc1CNC(=O)[C@@H](N)Cc1c(C)cc(O)cc1C,CCOc1ccc(cc1CNC(=O)[C@H](Cc1c(C)cc(cc1C)O)N)Cc1ccccc1,active,8.318758763,432.56400000000014,4.184740000000002,3.0,4.0
CHEMBL2113314,CO[C@@]12C=C[C@@]3([C@@H]4CN(C(=O)/C=C/c5ccc(C)cc5)C[C@@H]41)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1C)[C@H]2O5,CO[C@@]12C=C[C@]3([C@H]4[C@@H]1CN(C4)C(=O)/C=C/c1ccc(cc1)C)[C@@]14[C@H]2Oc2c4c(C[C@H]3N(CC1)C)ccc2O,active,8.318758763,510.6340000000003,3.7026200000000036,1.0,5.0
CHEMBL3326224,CN(C)[C@]1(c2ccccc2)CC[C@]2(CC1)OCCc1c3ccccc3[nH]c12,CN([C@@]1(CC[C@]2(CC1)OCCc1c2[nH]c2c1cccc2)c1ccccc1)C,active,8.30980392,360.50100000000003,4.967000000000004,1.0,2.0
CHEMBL3326226,CN(C)[C@]1(c2ccccc2)CC[C@]2(CC1)OCCc1c3ccccc3[nH]c12,CN([C@@]1(CC[C@]2(CC1)OCCc1c2[nH]c2c1cccc2)c1ccccc1)C,active,8.30980392,360.50100000000003,4.967000000000004,1.0,2.0
CHEMBL3545624,CN(C)[C@]1(c2ccccc2)CC[C@]2(CC1)OCCc1c3ccccc3[nH]c12,CN([C@@]1(CC[C@]2(CC1)OCCc1c2[nH]c2c1cccc2)c1ccccc1)C,active,8.30980392,360.50100000000003,4.967000000000004,1.0,2.0
CHEMBL3350130,O=C(CCC(=O)NCC(=O)NCC(=O)N[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)NCC(=O)NCC(=O)N[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,O=C(NCC(=O)NCC(=O)N[C@@H]1CC[C@@]2([C@@]34[C@H]1Oc1c4c(C[C@H]2N(CC3)CC2CC2)ccc1O)O)CCC(=O)NCC(=O)NCC(=O)N[C@@H]1CC[C@@]2([C@@]34[C@H]1Oc1c4c(C[C@H]2N(CC3)CC2CC2)ccc1O)O,active,8.30980392,995.1439999999997,-0.8591999999999893,10.0,14.0
CHEMBL2112373,N=C(N)NCCc1ccc2[nH]c3c(c2c1)C[C@@]1(O)[C@H]2Cc4ccc(O)c5c4[C@@]1(CCN2CC1CC1)[C@H]3O5,NC(=N)NCCc1ccc2c(c1)c1C[C@@]3(O)[C@H]4Cc5c6[C@]3([C@H](c1[nH]2)Oc6c(O)cc5)CCN4CC1CC1,active,8.30980392,499.61500000000035,2.5981700000000005,6.0,5.0
CHEMBL4586954,N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H]1CSCc2ccccc2CSC[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(=O)NCC(=O)N[C@@H](Cc2ccc(F)cc2)C(=O)NNC(=O)[C@H](Cc2ccc(F)cc2)NC(=O)CNC1=O,O=C1CNC(=O)[C@@H](CSCc2ccccc2CSC[C@H](C(=O)NCC(=O)N[C@H](C(=O)NNC(=O)[C@@H](N1)Cc1ccc(cc1)F)Cc1ccc(cc1)F)NC(=O)[C@H](Cc1ccc(cc1)O)N)NC(=O)[C@H](Cc1ccc(cc1)O)N,active,8.30980392,1111.2640000000001,0.8004000000000131,12.0,14.0
CHEMBL4594798,N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H]1CSCc2ccccc2CSC[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(=O)NCC(=O)N[C@@H](Cc2ccc(F)cc2)C(=O)NNC(=O)[C@H](Cc2ccc(F)cc2)NC(=O)CNC1=O,O=C1CNC(=O)[C@@H](CSCc2ccccc2CSC[C@H](C(=O)NCC(=O)N[C@H](C(=O)NNC(=O)[C@@H](N1)Cc1ccc(cc1)F)Cc1ccc(cc1)F)NC(=O)[C@H](Cc1ccc(cc1)O)N)NC(=O)[C@H](Cc1ccc(cc1)O)N,active,8.30980392,1111.2640000000001,0.8004000000000131,12.0,14.0
